,tipo,barrio,sup,pricem2,habs
7400,apartment,San Cristobal,59.0,1440.68,2.0
7401,apartment,Congreso,30.0,2166.67,2.0
7402,apartment,Palermo,70.0,2471.43,3.0
7403,apartment,Palermo,74.0,3243.24,2.0
7404,apartment,Belgrano,44.0,2500.0,2.0
7405,apartment,Belgrano,58.0,2327.59,3.0
7406,apartment,Belgrano,77.0,2961.04,3.0
7408,apartment,Palermo,111.0,3153.15,2.0
7409,apartment,Palermo,111.0,3153.15,2.0
7410,apartment,Villa Crespo,85.0,1882.35,4.0
7411,apartment,Palermo,85.0,1882.35,4.0
7412,apartment,Puerto Madero,185.0,6648.65,5.0
7414,apartment,Villa Urquiza,71.0,2961.96,3.0
7419,apartment,San Nicolás,162.0,2197.53,5.0
7420,apartment,Palermo,45.0,3555.56,2.0
7421,apartment,Floresta,79.0,2265.82,4.0
7422,apartment,Caballito,60.0,2816.67,3.0
7423,apartment,Belgrano,67.0,3044.78,2.0
7424,apartment,Palermo,30.0,3416.67,1.0
7425,apartment,San Telmo,85.0,2200.0,2.0
7428,apartment,Once,368.0,1358.7,5.0
7430,apartment,Villa Crespo,29.0,2931.03,2.0
7431,apartment,Barrio Norte,35.0,2714.29,1.0
7432,apartment,Barracas,149.0,1946.31,4.0
7433,apartment,Recoleta,23.0,4173.91,1.0
7434,apartment,Villa Crespo,56.0,2285.71,2.0
7435,apartment,Parque Chacabuco,68.0,1838.24,3.0
7436,apartment,Liniers,58.0,2120.69,2.0
7437,house,Flores,145.0,1365.52,4.0
7438,apartment,Barracas,220.0,2045.45,5.0
7439,apartment,Palermo,282.0,2801.42,6.0
7440,apartment,Palermo,54.0,2685.19,2.0
7441,apartment,Almagro,85.0,2141.18,4.0
7442,apartment,Villa Soldati,88.0,784.09,4.0
7443,apartment,Palermo,60.0,2833.33,3.0
7444,apartment,Villa Lugano,88.0,784.09,5.0
7445,apartment,Villa Lugano,88.0,784.09,4.0
7446,apartment,Villa Soldati,88.0,784.09,5.0
7447,apartment,Belgrano,44.0,2613.64,2.0
7448,apartment,Palermo,40.0,2875.0,2.0
7449,apartment,Flores,64.0,1015.62,3.0
7450,apartment,Parque Patricios,59.0,1677.97,3.0
7451,apartment,Belgrano,34.0,2867.65,1.0
7452,PH,Floresta,142.0,1049.3,3.0
7453,apartment,Chacarita,37.0,2351.35,2.0
7454,apartment,Liniers,55.0,1963.64,3.0
7455,PH,Recoleta,70.0,2357.14,3.0
7456,PH,Monte Castro,61.0,1967.21,2.0
7457,apartment,Belgrano,84.0,3035.71,3.0
7458,apartment,Liniers,72.0,2083.33,2.0
7459,apartment,Liniers,86.0,2209.3,3.0
7460,apartment,Liniers,86.0,2209.3,3.0
7461,house,Villa General Mitre,540.0,518.52,8.0
7462,apartment,Belgrano,56.0,2910.71,2.0
7463,apartment,Belgrano,56.0,3339.29,2.0
7465,house,Villa Devoto,165.0,1303.03,2.0
7466,PH,Caballito,23.0,3630.43,1.0
7467,apartment,Barrio Norte,49.0,2653.06,2.0
7468,apartment,Recoleta,220.0,4500.0,5.0
7469,apartment,Palermo,300.0,6500.0,4.0
7470,apartment,Saavedra,66.0,3257.58,3.0
7471,apartment,Saavedra,66.0,2803.03,3.0
7472,apartment,Saavedra,50.0,3800.0,2.0
7473,apartment,Saavedra,66.0,3318.18,3.0
7474,apartment,Coghlan,60.0,2787.07,3.0
7475,apartment,Coghlan,60.0,2914.1,3.0
7476,apartment,Coghlan,42.0,2400.0,2.0
7477,apartment,Coghlan,42.0,2400.0,2.0
7478,apartment,Coghlan,47.0,2543.4,2.0
7479,apartment,Coghlan,47.0,2602.55,2.0
7480,apartment,Coghlan,109.0,2571.38,4.0
7481,apartment,Coghlan,85.0,2248.24,3.0
7482,apartment,Coghlan,97.0,2507.09,4.0
7483,apartment,San Cristobal,45.0,2655.56,3.0
7484,apartment,Palermo,71.0,3915.49,3.0
7485,apartment,Boca,65.0,1107.69,3.0
7486,apartment,Boca,65.0,1184.62,3.0
7487,apartment,Flores,239.0,2133.89,5.0
7488,apartment,Recoleta,67.0,4552.24,3.0
7489,apartment,Floresta,50.0,1500.0,2.0
7490,apartment,Palermo,40.0,2800.0,2.0
7491,apartment,Liniers,65.0,1307.69,3.0
7492,apartment,Villa del Parque,37.0,2567.57,2.0
7494,apartment,Mataderos,83.0,1024.1,1.0
7495,apartment,Almagro,51.0,2254.9,3.0
7496,apartment,Mataderos,120.0,733.33,1.0
7497,apartment,Barrio Norte,121.0,2859.5,4.0
7498,apartment,Barrio Norte,40.0,2450.0,1.0
7499,house,Villa Urquiza,118.0,1644.07,4.0
7500,apartment,Mataderos,60.0,1583.33,3.0
7501,apartment,Belgrano,74.0,3243.24,3.0
7502,apartment,Palermo,190.0,4105.26,5.0
7503,apartment,Caballito,150.0,1666.67,4.0
7504,apartment,Belgrano,92.0,2336.96,3.0
7505,apartment,Retiro,62.0,2741.94,2.0
7506,house,Villa Devoto,250.0,2320.0,4.0
7507,apartment,Retiro,40.0,1950.0,2.0
7508,house,Barracas,403.0,583.13,5.0
7509,apartment,Las Cañitas,247.0,2631.58,5.0
7510,store,Flores,174.0,2816.09,1.0
7511,store,Flores,195.0,2820.51,1.0
7512,store,Flores,191.0,3664.92,1.0
7513,store,Flores,198.0,2525.25,1.0
7515,apartment,Flores,53.0,2226.42,2.0
7516,apartment,Flores,48.0,2395.83,2.0
7517,apartment,Flores,72.0,2361.11,3.0
7518,apartment,Flores,46.0,2239.13,2.0
7519,apartment,Flores,46.0,2239.13,2.0
7520,apartment,Flores,28.0,2321.43,1.0
7521,apartment,Flores,87.0,2183.91,3.0
7522,apartment,Flores,54.0,2259.26,2.0
7523,apartment,Flores,49.0,2346.94,2.0
7524,apartment,Flores,72.0,2291.67,3.0
7525,apartment,Flores,46.0,2326.09,2.0
7526,apartment,Flores,46.0,2326.09,2.0
7527,apartment,Flores,87.0,2298.85,3.0
7528,apartment,Flores,87.0,2356.32,3.0
7529,apartment,Flores,33.0,2363.64,1.0
7530,apartment,Flores,33.0,2484.85,1.0
7531,apartment,Flores,33.0,2212.12,1.0
7532,apartment,Flores,33.0,2484.85,1.0
7533,apartment,Flores,32.0,2281.25,1.0
7534,apartment,Flores,32.0,2312.5,1.0
7535,apartment,Flores,32.0,2343.75,1.0
7536,apartment,Flores,38.0,2210.53,1.0
7537,apartment,Flores,38.0,2315.79,1.0
7538,apartment,Flores,37.0,2243.24,2.0
7539,apartment,Flores,37.0,2324.32,2.0
7540,apartment,Flores,37.0,2297.3,2.0
7541,apartment,Flores,37.0,2243.24,2.0
7542,apartment,Flores,45.0,2333.33,2.0
7543,apartment,Flores,45.0,2333.33,2.0
7544,apartment,Flores,53.0,2264.15,2.0
7545,apartment,Flores,53.0,2320.75,2.0
7546,apartment,Flores,28.0,2321.43,1.0
7547,apartment,Flores,28.0,2321.43,1.0
7548,apartment,Flores,27.0,2370.37,1.0
7549,apartment,Flores,33.0,2363.64,1.0
7550,apartment,Flores,37.0,2162.16,2.0
7551,apartment,Flores,36.0,2222.22,2.0
7552,apartment,Flores,45.0,2222.22,2.0
7553,apartment,Flores,53.0,2264.15,2.0
7554,apartment,Caballito,139.0,1690.65,3.0
7555,apartment,Caballito,77.0,1883.12,2.0
7556,apartment,Caballito,52.0,2384.62,2.0
7557,apartment,Caballito,52.0,2384.62,2.0
7558,apartment,Caballito,52.0,2442.31,2.0
7559,apartment,Caballito,52.0,2500.0,2.0
7560,apartment,Caballito,52.0,2403.85,2.0
7561,apartment,Caballito,52.0,2461.54,2.0
7562,apartment,Caballito,52.0,2519.23,2.0
7563,apartment,Caballito,52.0,2576.92,2.0
7564,apartment,Caballito,52.0,2519.23,2.0
7565,apartment,Caballito,81.0,2407.41,3.0
7566,apartment,Caballito,81.0,2444.44,3.0
7567,apartment,Caballito,81.0,2481.48,3.0
7568,apartment,Caballito,81.0,2518.52,3.0
7569,apartment,Caballito,81.0,2555.56,3.0
7570,apartment,Caballito,81.0,2518.52,3.0
7571,apartment,Caballito,53.0,2377.36,2.0
7572,apartment,Caballito,53.0,2377.36,2.0
7573,apartment,Caballito,53.0,2490.57,2.0
7574,apartment,San Telmo,46.0,2391.3,2.0
7575,apartment,San Telmo,33.0,2303.03,1.0
7576,apartment,San Telmo,44.0,2386.36,2.0
7577,apartment,San Telmo,34.0,2205.88,1.0
7578,apartment,San Telmo,32.0,2281.25,1.0
7579,apartment,San Telmo,46.0,2326.09,2.0
7580,apartment,San Telmo,46.0,2282.61,2.0
7581,apartment,San Telmo,46.0,2391.3,2.0
7582,apartment,San Telmo,32.0,2437.5,1.0
7583,apartment,San Telmo,32.0,2500.0,1.0
7584,apartment,San Telmo,33.0,2393.94,1.0
7585,apartment,San Telmo,48.0,2291.67,2.0
7586,apartment,San Telmo,50.0,2240.0,2.0
7587,apartment,San Telmo,37.0,2837.84,2.0
7588,apartment,Caballito,52.0,2403.85,2.0
7589,apartment,Flores,33.0,2363.64,1.0
7590,apartment,Almagro,50.0,1900.0,2.0
7591,apartment,Villa Devoto,72.0,1861.11,3.0
7592,apartment,Villa Real,72.0,1861.11,3.0
7593,PH,Mataderos,20.0,4750.0,2.0
7594,apartment,Monte Castro,43.0,2090.7,3.0
7595,apartment,Boca,72.0,1809.75,3.0
7596,apartment,Villa Crespo,58.0,2153.45,3.0
7597,apartment,San Cristobal,50.0,1698.0,2.0
7598,apartment,Caballito,154.0,1590.91,4.0
7599,apartment,Barrio Norte,343.0,1297.38,6.0
7600,apartment,Monte Castro,33.0,2272.73,1.0
7601,apartment,Retiro,90.0,1888.89,3.0
7602,apartment,Nuñez,89.0,2134.83,2.0
7603,apartment,Nuñez,48.0,4125.0,2.0
7604,apartment,Villa Urquiza,98.0,2508.38,3.0
7605,apartment,Palermo,100.0,3000.0,3.0
7606,apartment,Palermo,100.0,2150.0,3.0
7607,house,Palermo,210.0,3333.33,4.0
7608,apartment,Retiro,24.0,3625.0,1.0
7609,apartment,Nuñez,43.0,3369.77,1.0
7611,apartment,Villa Devoto,54.0,1981.48,3.0
7612,apartment,Belgrano,350.0,2100.0,5.0
7613,house,Parque Chacabuco,463.0,1490.28,6.0
7614,apartment,Balvanera,166.0,1385.54,5.0
7615,apartment,Villa del Parque,80.0,2250.0,3.0
7616,apartment,Barrio Norte,87.0,2413.79,4.0
7617,apartment,Caballito,51.0,2156.86,3.0
7618,apartment,Villa Crespo,49.0,2428.57,3.0
7619,apartment,Monte Castro,43.0,2039.53,2.0
7620,apartment,Floresta,50.0,1900.0,2.0
7621,apartment,Villa del Parque,43.0,2325.58,2.0
7622,apartment,San Telmo,37.0,2148.65,1.0
7623,apartment,San Telmo,43.0,2046.51,1.0
7624,apartment,Villa Luro,56.0,1982.14,2.0
7625,apartment,Villa Luro,74.0,2027.03,3.0
7626,PH,Almagro,20.0,3145.0,2.0
7627,apartment,Villa Luro,56.0,1964.29,2.0
7628,apartment,Villa Luro,74.0,2027.03,3.0
7629,apartment,Pompeya,64.0,1093.75,4.0
7630,apartment,Flores,67.0,2311.94,3.0
7631,apartment,Belgrano,44.0,2613.64,2.0
7632,apartment,Caballito,331.0,1148.04,6.0
7633,apartment,Once,46.0,1717.39,2.0
7634,apartment,Palermo,62.0,3064.52,3.0
7635,apartment,Recoleta,127.0,2992.13,4.0
7636,apartment,Las Cañitas,95.0,2947.37,3.0
7637,apartment,Las Cañitas,95.0,2947.37,3.0
7638,apartment,Balvanera,37.0,2432.43,2.0
7639,apartment,Villa Lugano,53.0,1981.13,2.0
7640,apartment,Villa Crespo,79.0,2215.19,4.0
7641,apartment,Almagro,72.0,1875.0,3.0
7642,apartment,Villa Crespo,80.0,2000.0,4.0
7643,PH,Mataderos,55.0,1581.82,2.0
7644,apartment,Palermo,211.0,4360.19,7.0
7645,apartment,Barracas,30.0,2233.33,1.0
7646,apartment,Almagro,40.0,2375.0,2.0
7648,apartment,Caballito,54.0,1759.26,3.0
7649,apartment,Barrio Norte,186.0,2419.35,4.0
7650,apartment,San Telmo,48.0,3062.5,2.0
7651,apartment,Belgrano,115.0,4521.74,4.0
7652,apartment,Palermo,175.0,4857.14,3.0
7653,apartment,Palermo,145.0,5241.38,3.0
7655,apartment,Congreso,22.0,2722.73,1.0
7656,PH,Chacarita,136.0,2058.82,3.0
7657,apartment,Almagro,30.0,2066.67,1.0
7658,apartment,Almagro,69.0,1811.59,2.0
7659,apartment,Belgrano,37.0,2594.59,1.0
7660,PH,Villa Crespo,170.0,970.59,4.0
7661,apartment,Belgrano,62.0,2370.97,2.0
7662,apartment,Belgrano,34.0,2823.53,1.0
7663,apartment,Retiro,52.0,2480.77,3.0
7664,apartment,Palermo,42.0,2880.95,1.0
7665,apartment,Palermo,36.0,2916.67,1.0
7666,apartment,Belgrano,60.0,2133.33,3.0
7667,apartment,Flores,61.0,2049.18,3.0
7668,apartment,Flores,47.0,2063.83,2.0
7669,apartment,Nuñez,30.0,2100.0,1.0
7670,apartment,Nuñez,30.0,2100.0,1.0
7671,apartment,Flores,47.0,2042.55,2.0
7672,apartment,Caballito,97.0,3453.61,4.0
7673,apartment,Congreso,40.0,1975.0,2.0
7674,apartment,Almagro,238.0,2605.04,5.0
7675,apartment,Belgrano,72.0,2500.0,3.0
7676,PH,Almagro,30.0,2316.67,2.0
7677,PH,Almagro,70.0,2385.71,4.0
7678,store,Barrio Norte,31.0,3870.97,1.0
7679,apartment,Recoleta,118.0,2923.73,3.0
7680,apartment,Barrio Norte,37.0,1754.05,1.0
7681,house,Villa Luro,225.0,1555.56,5.0
7682,PH,Villa del Parque,78.0,1410.26,3.0
7683,apartment,Caballito,51.0,2686.27,2.0
7684,apartment,Palermo,40.0,3200.0,1.0
7685,apartment,Centro / Microcentro,25.0,2300.0,1.0
7686,PH,Villa del Parque,137.0,1627.74,4.0
7687,apartment,Caballito,94.0,2659.57,4.0
7688,apartment,Palermo,70.0,2585.71,2.0
7689,apartment,Villa Crespo,46.0,2717.39,2.0
7690,apartment,Villa Crespo,38.0,1947.37,1.0
7691,apartment,Caballito,84.0,2095.24,4.0
7692,apartment,Belgrano,72.0,2541.67,4.0
7693,house,Floresta,360.0,1027.78,6.0
7694,apartment,Belgrano,254.0,4762.8,5.0
7696,apartment,Villa del Parque,51.0,1588.24,1.0
7697,apartment,Caballito,197.0,1878.17,5.0
7698,apartment,Parque Avellaneda,54.0,2407.41,3.0
7699,apartment,Recoleta,120.0,3625.0,4.0
7700,apartment,Palermo,140.0,4857.14,4.0
7701,apartment,Caballito,148.0,2668.92,4.0
7702,apartment,Almagro,43.0,1813.95,2.0
7703,apartment,Floresta,45.0,1888.89,1.0
7704,apartment,Villa Urquiza,35.0,2140.17,1.0
7705,apartment,Caballito,89.0,2977.53,4.0
7706,apartment,Villa Urquiza,35.0,2189.94,1.0
7707,apartment,Villa Urquiza,35.0,2239.71,1.0
7708,apartment,Villa Urquiza,36.0,2394.0,1.0
7709,apartment,Villa Urquiza,36.0,2344.11,1.0
7710,apartment,Villa Urquiza,36.0,2294.25,1.0
7711,apartment,Villa Urquiza,36.0,2056.83,1.0
7712,apartment,Recoleta,46.0,3695.65,1.0
7713,apartment,Recoleta,149.0,2684.56,4.0
7714,apartment,Recoleta,23.0,2869.57,1.0
7715,apartment,Recoleta,147.0,3265.31,4.0
7716,apartment,San Telmo,40.0,3625.0,1.0
7717,apartment,Puerto Madero,37.0,4594.59,1.0
7718,apartment,Parque Chacabuco,43.0,2744.19,1.0
7719,apartment,Centro / Microcentro,77.0,2337.66,3.0
7720,apartment,Villa Crespo,38.0,2447.37,2.0
7721,apartment,Belgrano,77.0,2831.17,3.0
7722,apartment,Flores,339.0,1029.5,5.0
7723,apartment,Palermo,104.0,2644.23,4.0
7724,apartment,Nuñez,155.0,3032.26,5.0
7725,apartment,Monserrat,125.0,1424.0,4.0
7727,apartment,Villa Devoto,56.0,1696.43,3.0
7728,apartment,Liniers,89.0,1685.39,2.0
7729,apartment,Liniers,58.0,2465.52,2.0
7731,apartment,Palermo,43.0,3255.81,2.0
7735,apartment,Caballito,46.0,3260.87,2.0
7736,apartment,Boca,47.0,1431.92,2.0
7737,apartment,Barrio Norte,37.0,2972.97,2.0
7738,apartment,Boedo,80.0,2112.5,3.0
7739,apartment,Belgrano,304.0,1940.79,3.0
7740,apartment,Recoleta,49.0,3469.39,1.0
7741,apartment,Once,44.0,1818.18,2.0
7742,apartment,Belgrano,119.0,2092.44,3.0
7743,apartment,Caballito,134.0,2611.94,4.0
7744,house,Flores,236.0,1347.46,5.0
7745,apartment,Caballito,50.0,2340.0,2.0
7747,apartment,Barrio Norte,125.0,2840.0,4.0
7748,apartment,Caballito,31.0,2080.65,1.0
7749,apartment,Caballito,53.0,2641.51,2.0
7750,apartment,Almagro,44.0,1839.41,1.0
7751,apartment,Almagro,44.0,1944.09,1.0
7752,apartment,Almagro,44.0,1969.73,1.0
7753,apartment,Villa Luro,70.0,1500.0,3.0
7754,PH,Villa General Mitre,142.0,1338.03,3.0
7755,apartment,Almagro,44.0,1997.5,1.0
7756,apartment,Almagro,38.0,2001.21,1.0
7757,PH,Velez Sarsfield,260.0,1153.85,4.0
7758,apartment,Caballito,54.0,1759.26,3.0
7759,apartment,Almagro,38.0,2181.79,1.0
7760,apartment,Almagro,38.0,2035.84,1.0
7761,apartment,Almagro,38.0,2065.53,1.0
7762,apartment,Almagro,38.0,2095.21,1.0
7763,apartment,Almagro,38.0,2127.37,1.0
7764,apartment,Almagro,38.0,2157.05,1.0
7765,apartment,Almagro,42.0,1839.71,1.0
7766,apartment,Almagro,38.0,2095.21,1.0
7767,apartment,Almagro,38.0,2124.89,1.0
7768,apartment,Almagro,38.0,2184.26,1.0
7769,apartment,Almagro,38.0,2246.11,1.0
7770,apartment,Almagro,38.0,2275.79,1.0
7771,apartment,Almagro,40.0,1969.3,1.0
7772,apartment,San Telmo,21.0,2142.86,1.0
7773,house,Caballito,220.0,1581.82,10.0
7774,store,Caballito,220.0,1581.82,10.0
7775,apartment,Liniers,71.0,2253.52,3.0
7776,PH,Villa Devoto,227.0,1035.24,3.0
7777,apartment,San Telmo,400.0,925.0,11.0
7778,apartment,Palermo,190.0,1131.58,2.0
7779,apartment,Recoleta,40.0,4125.0,1.0
7780,apartment,Palermo,99.0,2979.8,4.0
7781,apartment,Nuñez,58.0,2327.59,2.0
7782,apartment,Barrio Norte,131.0,2977.1,4.0
7783,apartment,Nuñez,103.0,3058.25,4.0
7784,apartment,Barracas,64.0,1531.25,4.0
7785,PH,Villa Devoto,58.0,2327.59,3.0
7786,apartment,Villa Crespo,90.0,1855.56,4.0
7787,apartment,Colegiales,75.0,2600.0,4.0
7788,apartment,San Telmo,287.0,1376.31,7.0
7789,apartment,Parque Patricios,78.0,1730.77,3.0
7790,apartment,Recoleta,105.0,3047.62,4.0
7791,PH,Saavedra,130.0,1769.23,4.0
7792,apartment,Recoleta,139.0,2446.04,3.0
7793,apartment,Barrio Norte,38.0,2184.21,1.0
7794,apartment,San Cristobal,68.0,1441.18,2.0
7795,apartment,Villa Crespo,33.0,3230.3,1.0
7796,apartment,Monserrat,75.0,1866.67,3.0
7797,apartment,Palermo,226.0,2809.73,4.0
7798,apartment,Villa Crespo,48.0,2604.17,2.0
7799,house,Palermo,330.0,2969.7,7.0
7800,apartment,Almagro,25.0,3000.0,1.0
7801,apartment,Parque Chacabuco,239.0,2133.89,5.0
7802,apartment,Caballito,239.0,2133.89,5.0
7803,PH,Monserrat,75.0,1866.67,3.0
7804,apartment,Congreso,75.0,1866.67,3.0
7805,PH,Congreso,75.0,1866.67,3.0
7806,apartment,Belgrano,36.0,2583.33,2.0
7807,apartment,Las Cañitas,65.0,3046.15,3.0
7808,apartment,Las Cañitas,19.0,3263.16,1.0
7809,PH,Constitución,20.0,6250.0,2.0
7810,apartment,Palermo,27.0,3148.15,1.0
7811,PH,Pompeya,88.0,1795.45,7.0
7812,apartment,Recoleta,154.0,2467.53,5.0
7813,apartment,Villa Urquiza,34.0,2500.0,1.0
7814,PH,Belgrano,90.0,2988.89,3.0
7815,apartment,Belgrano,97.0,1907.22,4.0
7816,apartment,Villa del Parque,82.0,1317.07,4.0
7817,apartment,Caballito,70.0,2214.29,3.0
7818,apartment,Balvanera,45.0,1948.89,2.0
7819,PH,Palermo,220.0,2500.0,6.0
7820,apartment,Flores,55.0,2327.27,4.0
7821,PH,Colegiales,20.0,6945.0,3.0
7822,apartment,Palermo,48.0,2500.0,2.0
7823,apartment,Recoleta,89.0,2640.45,3.0
7824,PH,Villa Lugano,20.0,4250.0,2.0
7825,apartment,Parque Chacabuco,72.0,2111.11,4.0
7826,PH,Villa Santa Rita,68.0,2308.82,3.0
7827,apartment,Palermo,67.0,2462.69,4.0
7828,apartment,Palermo,400.0,2750.0,9.0
7829,store,Palermo,20.0,4999.5,1.0
7830,house,Saavedra,176.0,2386.36,4.0
7831,apartment,Palermo,61.0,2098.36,3.0
7832,PH,Palermo,62.0,2225.81,3.0
7833,apartment,Monserrat,72.0,1875.0,3.0
7834,apartment,San Cristobal,59.0,1813.56,3.0
7835,PH,Almagro,213.0,1924.88,6.0
7836,apartment,Caballito,110.0,2090.91,4.0
7837,apartment,Caballito,45.0,2066.67,2.0
7838,apartment,Villa Luro,50.0,2280.0,2.0
7839,apartment,Boedo,20.0,5750.0,2.0
7840,apartment,Recoleta,318.0,1415.09,3.0
7841,house,Villa Pueyrredón,237.0,2215.19,5.0
7842,apartment,Nuñez,46.0,3043.48,3.0
7843,apartment,Palermo,79.0,2341.77,3.0
7844,apartment,Palermo,300.0,2813.33,5.0
7845,apartment,San Cristobal,132.0,1431.82,4.0
7846,apartment,Barrio Norte,70.0,2500.0,3.0
7847,apartment,Palermo,400.0,2750.0,5.0
7848,apartment,Palermo,52.0,4576.92,2.0
7849,apartment,Palermo,88.0,5000.0,3.0
7850,apartment,Palermo,84.0,2916.67,3.0
7851,apartment,Palermo,84.0,2916.67,3.0
7852,apartment,Palermo,56.0,2600.0,1.0
7853,apartment,Palermo,56.0,2633.93,1.0
7854,apartment,Palermo,56.0,2642.86,1.0
7855,apartment,Palermo,56.0,2678.57,1.0
7856,apartment,Palermo,61.0,2573.77,2.0
7857,apartment,Palermo,96.0,2031.25,1.0
7858,apartment,Palermo,110.0,2909.09,4.0
7859,apartment,Palermo,147.0,3537.41,4.0
7860,apartment,Barrio Norte,158.0,3150.0,4.0
7861,apartment,Recoleta,61.0,4016.39,2.0
7862,apartment,Constitución,39.0,1530.13,1.0
7863,apartment,Constitución,50.0,1540.7,1.0
7864,apartment,Constitución,42.0,1557.38,1.0
7865,apartment,Constitución,53.0,1555.85,1.0
7866,apartment,Constitución,43.0,1634.65,1.0
7867,apartment,Constitución,43.0,1684.19,1.0
7868,apartment,Constitución,43.0,1733.72,1.0
7869,apartment,Constitución,43.0,1783.26,1.0
7870,apartment,Constitución,43.0,1832.79,1.0
7871,apartment,Constitución,43.0,1634.65,1.0
7872,apartment,Constitución,43.0,1684.19,1.0
7873,apartment,Constitución,43.0,1733.72,1.0
7874,apartment,Constitución,43.0,1783.26,1.0
7875,apartment,Constitución,43.0,1832.79,1.0
7876,apartment,Constitución,54.0,1637.78,1.0
7877,apartment,Constitución,54.0,1687.41,1.0
7878,apartment,Constitución,54.0,1737.04,1.0
7879,apartment,Constitución,54.0,1786.67,1.0
7880,apartment,Constitución,54.0,1836.3,1.0
7881,apartment,Constitución,54.0,1646.94,1.0
7882,apartment,Constitución,54.0,1696.85,1.0
7883,apartment,Constitución,54.0,1746.76,1.0
7884,apartment,Constitución,54.0,1796.67,1.0
7885,apartment,Constitución,54.0,1846.57,1.0
7886,apartment,Barrio Norte,84.0,4428.57,3.0
7887,apartment,Barrio Norte,106.0,4056.6,3.0
7888,apartment,Barrio Norte,148.0,4040.54,4.0
7889,apartment,Barrio Norte,67.0,4119.4,2.0
7890,apartment,Barrio Norte,84.0,4464.29,3.0
7891,apartment,Barrio Norte,67.0,4149.25,2.0
7892,apartment,Barrio Norte,85.0,4435.29,3.0
7893,apartment,Barrio Norte,84.0,4476.19,3.0
7894,apartment,Barrio Norte,84.0,4500.0,3.0
7895,apartment,Barrio Norte,64.0,4375.0,2.0
7896,apartment,Palermo,113.0,3088.5,4.0
7897,apartment,Belgrano,148.0,3141.89,5.0
7898,apartment,Caballito,54.0,2277.78,2.0
7899,apartment,Palermo,44.0,3090.91,2.0
7900,apartment,Recoleta,230.0,3630.43,4.0
7901,apartment,Recoleta,160.0,3062.5,3.0
7902,PH,Palermo,59.0,2711.86,3.0
7903,apartment,Palermo,115.0,3260.87,3.0
7904,apartment,Barrio Norte,342.0,4970.76,5.0
7905,apartment,Palermo,81.0,4320.99,3.0
7906,apartment,Palermo,39.0,3538.23,1.0
7907,apartment,Puerto Madero,184.0,6250.0,3.0
7908,apartment,Palermo,243.0,6954.73,4.0
7909,apartment,Palermo,53.0,4226.42,2.0
7911,apartment,Nuñez,80.0,4500.0,2.0
7912,apartment,Villa Crespo,49.0,3387.76,2.0
7913,apartment,Palermo,125.0,2800.0,4.0
7915,PH,Villa Urquiza,81.0,2283.95,4.0
7916,apartment,Barrio Norte,168.0,5178.57,5.0
7917,apartment,Barrio Norte,168.0,5178.57,4.0
7918,apartment,Barrio Norte,92.0,3239.13,4.0
7919,apartment,Villa Urquiza,58.0,3620.69,2.0
7920,apartment,Palermo,87.0,3333.33,3.0
7921,apartment,Palermo,62.0,3838.71,2.0
7922,apartment,Palermo,62.0,3951.61,2.0
7923,PH,Palermo,90.0,3111.11,3.0
7924,apartment,Centro / Microcentro,25.0,2280.0,1.0
7925,apartment,Monserrat,89.0,1516.85,3.0
7926,apartment,Almagro,75.0,2333.33,4.0
7927,apartment,Villa Crespo,74.0,2229.73,3.0
7928,PH,Almagro,119.0,1176.47,4.0
7929,apartment,Almagro,63.0,1666.67,3.0
7930,apartment,Flores,31.0,2419.35,1.0
7931,PH,Caballito,51.0,3294.12,3.0
7932,apartment,Villa Urquiza,48.0,1979.17,1.0
7933,apartment,Palermo,59.0,4203.39,1.0
7934,apartment,Balvanera,36.0,1638.89,2.0
7935,apartment,Paternal,68.0,2720.59,3.0
7936,apartment,Villa Crespo,68.0,2720.59,3.0
7937,apartment,Villa del Parque,68.0,2720.59,3.0
7938,apartment,Recoleta,110.0,2227.27,4.0
7939,apartment,San Cristobal,55.0,1800.0,3.0
7940,apartment,Recoleta,94.0,3989.36,3.0
7941,apartment,Palermo,168.0,3214.29,5.0
7942,apartment,Palermo,42.0,4023.81,2.0
7943,apartment,Floresta,36.0,2361.11,2.0
7944,apartment,Villa Crespo,48.0,1916.67,2.0
7945,apartment,Almagro,79.0,1886.08,4.0
7946,apartment,Barrio Norte,56.0,2285.71,2.0
7947,apartment,Flores,55.0,1707.27,2.0
7948,apartment,Palermo,140.0,2714.29,4.0
7949,apartment,Las Cañitas,152.0,3276.32,4.0
7950,PH,Villa Pueyrredón,42.0,2357.14,2.0
7951,PH,Saavedra,130.0,1769.23,4.0
7952,apartment,Floresta,36.0,2361.11,2.0
7953,apartment,Belgrano,180.0,3444.44,4.0
7954,apartment,Colegiales,54.0,3296.3,3.0
7955,apartment,Palermo,135.0,3325.93,3.0
7956,apartment,Balvanera,35.0,2000.0,2.0
7957,apartment,Colegiales,47.0,2553.19,2.0
7958,apartment,Villa Crespo,144.0,1701.39,4.0
7959,apartment,Balvanera,55.0,1800.0,3.0
7960,apartment,Caballito,148.0,2770.27,4.0
7961,apartment,Barrio Norte,94.0,2978.72,4.0
7962,PH,Paternal,242.0,1446.28,5.0
7963,PH,Almagro,347.0,1239.19,7.0
7964,apartment,Once,38.0,1763.16,2.0
7966,apartment,Barrio Norte,42.0,1857.14,2.0
7967,apartment,Once,35.0,2000.0,2.0
